"name","name_ar","sku","price","sale_price","quantity","is_infinite","is_taxable","requires_shipping","is_draft","description","short_description","categories","images","weight","barcode"
"HIDEit Apple TV Mount","HIDEit Apple TV Mount","NGS-HID-MOU-0571","79","","10","FALSE","TRUE","TRUE","FALSE","HIDEit Apple TV Mount available at NGS Smart Home Store. Price: 79 SAR.","HIDEit Apple TV Mount &#8211; Smart Home Product","Mounts &amp; Brackets","https://neogen.store/wp-content/uploads/NGS-HID-MOU-0571.webp","",""
"Apple TV 4K (2021) 64GB","Apple TV 4K (2021) 64GB","NGS-APP-STR-0485","899","","10","FALSE","TRUE","TRUE","FALSE","Apple TV 4K (2021) 64GB available at NGS Smart Home Store. Price: 899 SAR.","Apple TV 4K (2021) 64GB &#8211; Smart Home Product","أجهزة بث","https://neogen.store/wp-content/uploads/NGS-APP-STR-0485.webp","",""
"Apple TV 4K (2022)","Apple TV 4K (2022)","NGS-APP-STR-0484","699","","10","FALSE","TRUE","TRUE","FALSE","Apple TV 4K (2022) available at NGS Smart Home Store. Price: 699 SAR.","Apple TV 4K (2022) &#8211; Smart Home Product","أجهزة بث","https://neogen.store/wp-content/uploads/NGS-APP-STR-0484.webp","",""
"Google Nest Mini (2nd Gen)","Google Nest Mini (2nd Gen)","NGS-GOO-VOI-0362","199","","10","FALSE","TRUE","TRUE","FALSE","Google Nest Mini (2nd Gen) available at NGS Smart Home Store. Price: 199 SAR.","Google Nest Mini (2nd Gen) &#8211; Smart Home Product","مساعدات صوتية","https://neogen.store/wp-content/uploads/NGS-GOO-VOI-0362.webp","",""
"Amazon Echo Show 8 (3rd Gen)","Amazon Echo Show 8 (3rd Gen)","NGS-AMA-VOI-0360","549","","10","FALSE","TRUE","TRUE","FALSE","Amazon Echo Show 8 (3rd Gen) available at NGS Smart Home Store. Price: 549 SAR.","Amazon Echo Show 8 (3rd Gen) &#8211; Smart Home Product","مساعدات صوتية","https://neogen.store/wp-content/uploads/NGS-AMA-VOI-0360.webp","",""
"Apple Apple TV 4K","Apple Apple TV 4K","NGS-APP-THR-0346","899","","10","FALSE","TRUE","TRUE","FALSE","Apple Apple TV 4K available at NGS Smart Home Store. Price: 899 SAR.","Apple Apple TV 4K &#8211; Smart Home Product","راوتر Thread","https://neogen.store/wp-content/uploads/NGS-APP-THR-0346.webp","",""
"Apple TV 4K","Apple TV 4K","NGS-APP-MIS-0306","649","","10","FALSE","TRUE","TRUE","FALSE","Apple TV 4K available at NGS Smart Home Store. Price: 649 SAR.","Apple TV 4K &#8211; Smart Home Product","Misc","https://neogen.store/wp-content/uploads/NGS-APP-MIS-0306.webp","",""
"Amazon Echo Show 8","Amazon Echo Show 8","NGS-AMA-VOI-0296","549","","10","FALSE","TRUE","TRUE","FALSE","Amazon Echo Show 8 available at NGS Smart Home Store. Price: 549 SAR.","Amazon Echo Show 8 &#8211; Smart Home Product","أجهزة صوتية","https://neogen.store/wp-content/uploads/NGS-AMA-VOI-0296.webp","",""
"Apple HomePod mini","Apple HomePod mini","NGS-APP-VOI-0294","449","","10","FALSE","TRUE","TRUE","FALSE","Apple HomePod mini available at NGS Smart Home Store. Price: 449 SAR.","Apple HomePod mini &#8211; Smart Home Product","أجهزة صوتية","https://neogen.store/wp-content/uploads/NGS-APP-VOI-0294.webp","",""
"Google Nest Mini","Google Nest Mini","NGS-GOO-VOI-0291","199","","10","FALSE","TRUE","TRUE","FALSE","Google Nest Mini available at NGS Smart Home Store. Price: 199 SAR.","Google Nest Mini &#8211; Smart Home Product","أجهزة صوتية","https://neogen.store/wp-content/uploads/NGS-GOO-VOI-0291.webp","",""
"Sonoff ZBMINI-L2","Sonoff ZBMINI-L2","NGS-SON-LIG-0240","69","","10","FALSE","TRUE","TRUE","FALSE","Sonoff ZBMINI-L2 available at NGS Smart Home Store. Price: 69 SAR.","Sonoff ZBMINI-L2 &#8211; Smart Home Product","إضاءة","https://neogen.store/wp-content/uploads/NGS-SON-LIG-0240.webp","",""
"Sonoff ZBMINI","Sonoff ZBMINI","NGS-SON-LIG-0239","59","","10","FALSE","TRUE","TRUE","FALSE","Sonoff ZBMINI available at NGS Smart Home Store. Price: 59 SAR.","Sonoff ZBMINI &#8211; Smart Home Product","إضاءة","https://neogen.store/wp-content/uploads/NGS-SON-LIG-0239.webp","",""
"Sonoff ZBDongle-P","Sonoff ZBDongle-P","NGS-SON-COO-0151","79","","10","FALSE","TRUE","TRUE","FALSE","Sonoff ZBDongle-P available at NGS Smart Home Store. Price: 79 SAR.","Sonoff ZBDongle-P &#8211; Smart Home Product","Coordinator","https://neogen.store/wp-content/uploads/NGS-SON-COO-0151.webp","",""
"Sonoff ZBDongle-E","Sonoff ZBDongle-E","NGS-SON-COO-0150","99","","10","FALSE","TRUE","TRUE","FALSE","Sonoff ZBDongle-E available at NGS Smart Home Store. Price: 99 SAR.","Sonoff ZBDongle-E &#8211; Smart Home Product","Coordinator","https://neogen.store/wp-content/uploads/NGS-SON-COO-0150.webp","",""
"Home Assistant Yellow PoE","Home Assistant Yellow PoE","NGS-HOM-OFF-0127","1499","","10","FALSE","TRUE","TRUE","FALSE","Home Assistant Yellow PoE available at NGS Smart Home Store. Price: 1499 SAR.","Home Assistant Yellow PoE &#8211; Smart Home Product","أجهزة HA الرسمية","https://neogen.store/wp-content/uploads/NGS-HOM-OFF-0127.webp","",""
"Home Assistant Yellow Complete","Home Assistant Yellow Complete","NGS-HOM-OFF-0126","1299","","10","FALSE","TRUE","TRUE","FALSE","Home Assistant Yellow Complete available at NGS Smart Home Store. Price: 1299 SAR.","Home Assistant Yellow Complete &#8211; Smart Home Product","أجهزة HA الرسمية","https://neogen.store/wp-content/uploads/NGS-HOM-OFF-0126.webp","",""
"Home Assistant Yellow (Kit)","Home Assistant Yellow (Kit)","NGS-HOM-OFF-0125","799","","10","FALSE","TRUE","TRUE","FALSE","Home Assistant Yellow (Kit) available at NGS Smart Home Store. Price: 799 SAR.","Home Assistant Yellow (Kit) &#8211; Smart Home Product","أجهزة HA الرسمية","https://neogen.store/wp-content/uploads/NGS-HOM-OFF-0125.webp","",""
"Apple Apple TV 4K 3rd Gen","Apple Apple TV 4K 3rd Gen","NGS-APP-MED-0084","650","","10","FALSE","TRUE","TRUE","FALSE","Apple Apple TV 4K 3rd Gen available at NGS Smart Home Store. Price: 650 SAR.","Apple Apple TV 4K 3rd Gen &#8211; Smart Home Product","وسائط","https://neogen.store/wp-content/uploads/NGS-APP-MED-0084.webp","",""
"Apple HomePod Mini","Apple HomePod Mini","NGS-APP-VOI-0034","460","","10","FALSE","TRUE","TRUE","FALSE","Apple HomePod Mini available at NGS Smart Home Store. Price: 460 SAR.","Apple HomePod Mini &#8211; Smart Home Product","مساعدات صوتية","https://neogen.store/wp-content/uploads/NGS-APP-VOI-0034.webp","",""
"Google Nest Mini 2nd Gen","Google Nest Mini 2nd Gen","NGS-GOO-VOI-0032","140","","10","FALSE","TRUE","TRUE","FALSE","Google Nest Mini 2nd Gen available at NGS Smart Home Store. Price: 140 SAR.","Google Nest Mini 2nd Gen &#8211; Smart Home Product","مساعدات صوتية","https://neogen.store/wp-content/uploads/NGS-GOO-VOI-0032.webp","",""
"Amazon Echo Show 8 3rd Gen","Amazon Echo Show 8 3rd Gen","NGS-AMA-VOI-0031","510","","10","FALSE","TRUE","TRUE","FALSE","Amazon Echo Show 8 3rd Gen available at NGS Smart Home Store. Price: 510 SAR.","Amazon Echo Show 8 3rd Gen &#8211; Smart Home Product","مساعدات صوتية","https://neogen.store/wp-content/uploads/NGS-AMA-VOI-0031.webp","",""
"SONOFF ZBMINIL2","SONOFF ZBMINIL2","NGS-SON-SWI-0022","90","","10","FALSE","TRUE","TRUE","FALSE","SONOFF ZBMINIL2 available at NGS Smart Home Store. Price: 90 SAR.","SONOFF ZBMINIL2 &#8211; Smart Home Product","مفاتيح وبلاقات","https://neogen.store/wp-content/uploads/NGS-SON-SWI-0022.webp","",""
"SONOFF ZBMINI-L2","SONOFF ZBMINI-L2","NGS-SON-SWI-0021","80","","10","FALSE","TRUE","TRUE","FALSE","SONOFF ZBMINI-L2 available at NGS Smart Home Store. Price: 80 SAR.","SONOFF ZBMINI-L2 &#8211; Smart Home Product","مفاتيح وبلاقات","https://neogen.store/wp-content/uploads/NGS-SON-SWI-0021.webp","",""
"SONOFF ZBDongle-E","SONOFF ZBDongle-E","NGS-SON-HA-0013","90","","10","FALSE","TRUE","TRUE","FALSE","SONOFF ZBDongle-E available at NGS Smart Home Store. Price: 90 SAR.","SONOFF ZBDongle-E &#8211; Smart Home Product","عتاد HA","https://neogen.store/wp-content/uploads/NGS-SON-HA-0013.webp","",""
"SONOFF ZBDongle-P","SONOFF ZBDongle-P","NGS-SON-HA-0012","110","","10","FALSE","TRUE","TRUE","FALSE","SONOFF ZBDongle-P available at NGS Smart Home Store. Price: 110 SAR.","SONOFF ZBDongle-P &#8211; Smart Home Product","عتاد HA","https://neogen.store/wp-content/uploads/NGS-SON-HA-0012.webp","",""
"Home Assistant Yellow","Home Assistant Yellow","NGS-HOM-HA-0008","1210","","10","FALSE","TRUE","TRUE","FALSE","Home Assistant Yellow available at NGS Smart Home Store. Price: 1210 SAR.","Home Assistant Yellow &#8211; Smart Home Product","عتاد HA","https://neogen.store/wp-content/uploads/NGS-HOM-HA-0008.webp","",""
"Home Assistant Green","Home Assistant Green","NGS-HOM-HA-0007","420","","10","FALSE","TRUE","TRUE","FALSE","Home Assistant Green available at NGS Smart Home Store. Price: 420 SAR.","Home Assistant Green &#8211; Smart Home Product","عتاد HA","https://neogen.store/wp-content/uploads/NGS-HOM-HA-0007.webp","",""
"Alexa Echo Dot","Alexa Echo Dot","NGS-ALE-SIM-0748","199","","10","FALSE","TRUE","TRUE","FALSE","Alexa Echo Dot available at NGS Smart Home Store. Price: 199 SAR.","Alexa Echo Dot &#8211; Smart Home Product","مكبرات ذكية بسيطة","https://neogen.store/wp-content/uploads/NGS-ALE-SIM-0748.webp","",""
"LG InstaView","LG InstaView","NGS-LG-REF-0700","12999","","10","FALSE","TRUE","TRUE","FALSE","LG InstaView available at NGS Smart Home Store. Price: 12999 SAR.","LG InstaView &#8211; Smart Home Product","ثلاجة ذكية","https://neogen.store/wp-content/uploads/NGS-LG-REF-0700-1.webp","",""
"Thermomix TM6","Thermomix TM6","NGS-THE-COO-0697","5999","","10","FALSE","TRUE","TRUE","FALSE","Thermomix TM6 available at NGS Smart Home Store. Price: 5999 SAR.","Thermomix TM6 &#8211; Smart Home Product","طبخ ذكي","https://neogen.store/wp-content/uploads/NGS-THE-COO-0697-1.webp","",""
"Yamaha WXA-50","Yamaha WXA-50","NGS-YAM-AMP-0660","1999","","10","FALSE","TRUE","TRUE","FALSE","Yamaha WXA-50 available at NGS Smart Home Store. Price: 1999 SAR.","Yamaha WXA-50 &#8211; Smart Home Product","مكبرات صوت","https://neogen.store/wp-content/uploads/NGS-YAM-AMP-0660-1.webp","",""
"Denon HEOS Amp","Denon HEOS Amp","NGS-DEN-AMP-0659","2499","","10","FALSE","TRUE","TRUE","FALSE","Denon HEOS Amp available at NGS Smart Home Store. Price: 2499 SAR.","Denon HEOS Amp &#8211; Smart Home Product","مكبرات صوت","https://neogen.store/wp-content/uploads/NGS-DEN-AMP-0659-1.webp","",""
"Denon Home 150","Denon Home 150","NGS-DEN-WIR-0651","999","","10","FALSE","TRUE","TRUE","FALSE","Denon Home 150 available at NGS Smart Home Store. Price: 999 SAR.","Denon Home 150 &#8211; Smart Home Product","مكبرات لاسلكية","https://neogen.store/wp-content/uploads/NGS-DEN-WIR-0651-1.webp","",""
"ChargePoint Home Flex 50A","ChargePoint Home Flex 50A","NGS-CHA-LEV-0632","2999","","10","FALSE","TRUE","TRUE","FALSE","ChargePoint Home Flex 50A available at NGS Smart Home Store. Price: 2999 SAR.","ChargePoint Home Flex 50A &#8211; Smart Home Product","Level 2 Charger","https://neogen.store/wp-content/uploads/NGS-CHA-LEV-0632-1.webp","",""
"ChargePoint Home Flex","ChargePoint Home Flex","NGS-CHA-LEV-0631","2499","","10","FALSE","TRUE","TRUE","FALSE","ChargePoint Home Flex available at NGS Smart Home Store. Price: 2499 SAR.","ChargePoint Home Flex &#8211; Smart Home Product","Level 2 Charger","https://neogen.store/wp-content/uploads/NGS-CHA-LEV-0631.webp","",""
"Xiaomi Mi Body Scale 2","Xiaomi Mi Body Scale 2","NGS-XIA-SMA-0613","149","","10","FALSE","TRUE","TRUE","FALSE","Xiaomi Mi Body Scale 2 available at NGS Smart Home Store. Price: 149 SAR.","Xiaomi Mi Body Scale 2 &#8211; Smart Home Product","ميزان ذكي","https://neogen.store/wp-content/uploads/NGS-XIA-SMA-0613-1.webp","",""
"IKEA STARKVIND","IKEA STARKVIND","NGS-IKE-AIR-0611","599","","10","FALSE","TRUE","TRUE","FALSE","IKEA STARKVIND available at NGS Smart Home Store. Price: 599 SAR.","IKEA STARKVIND &#8211; Smart Home Product","تنقية هواء","https://neogen.store/wp-content/uploads/NGS-IKE-AIR-0611-1.webp","",""
"Petcube Bites 2 Lite","Petcube Bites 2 Lite","NGS-PET-PET-0603","599","","10","FALSE","TRUE","TRUE","FALSE","Petcube Bites 2 Lite available at NGS Smart Home Store. Price: 599 SAR.","Petcube Bites 2 Lite &#8211; Smart Home Product","كاميرا حيوانات","https://neogen.store/wp-content/uploads/NGS-PET-PET-0603-1.webp","",""
"Apple AirTag","Apple AirTag","NGS-APP-GPS-0600","149","","10","FALSE","TRUE","TRUE","FALSE","Apple AirTag available at NGS Smart Home Store. Price: 149 SAR.","Apple AirTag &#8211; Smart Home Product","تتبع GPS","https://neogen.store/wp-content/uploads/NGS-APP-GPS-0600-1.webp","",""
"SureFlap Pet Door Connect","SureFlap Pet Door Connect","NGS-SUR-PET-0596","799","","10","FALSE","TRUE","TRUE","FALSE","SureFlap Pet Door Connect available at NGS Smart Home Store. Price: 799 SAR.","SureFlap Pet Door Connect &#8211; Smart Home Product","باب حيوانات ذكي","https://neogen.store/wp-content/uploads/NGS-SUR-PET-0596-1.webp","",""
"StarTech HDMI to VGA Adapter","StarTech HDMI to VGA Adapter","NGS-STA-ADA-0582","39","","10","FALSE","TRUE","TRUE","FALSE","StarTech HDMI to VGA Adapter available at NGS Smart Home Store. Price: 39 SAR.","StarTech HDMI to VGA Adapter &#8211; Smart Home Product","Adapters","https://neogen.store/wp-content/uploads/NGS-STA-ADA-0582-1.webp","",""
"iFixit Pro Tech Toolkit","iFixit Pro Tech Toolkit","NGS-IFI-TOO-0578","299","","10","FALSE","TRUE","TRUE","FALSE","iFixit Pro Tech Toolkit available at NGS Smart Home Store. Price: 299 SAR.","iFixit Pro Tech Toolkit &#8211; Smart Home Product","أدوات","https://neogen.store/wp-content/uploads/NGS-IFI-TOO-0578-1.webp","",""
"Anker USB-C 1m (2-pack)","Anker USB-C 1m (2-pack)","NGS-ANK-USB-0557","39","","10","FALSE","TRUE","TRUE","FALSE","Anker USB-C 1m (2-pack) available at NGS Smart Home Store. Price: 39 SAR.","Anker USB-C 1m (2-pack) &#8211; Smart Home Product","كيبلات USB","https://neogen.store/wp-content/uploads/NGS-ANK-USB-0557-1.webp","",""
"Generic Cat6 5m (3-pack)","Generic Cat6 5m (3-pack)","NGS-GEN-ETH-0553","69","","10","FALSE","TRUE","TRUE","FALSE","Generic Cat6 5m (3-pack) available at NGS Smart Home Store. Price: 69 SAR.","Generic Cat6 5m (3-pack) &#8211; Smart Home Product","كيبلات إيثرنت","https://neogen.store/wp-content/uploads/NGS-GEN-ETH-0553-1.webp","",""
"Generic Cat6 1m (5-pack)","Generic Cat6 1m (5-pack)","NGS-GEN-ETH-0551","39","","10","FALSE","TRUE","TRUE","FALSE","Generic Cat6 1m (5-pack) available at NGS Smart Home Store. Price: 39 SAR.","Generic Cat6 1m (5-pack) &#8211; Smart Home Product","كيبلات إيثرنت","https://neogen.store/wp-content/uploads/NGS-GEN-ETH-0551-1.webp","",""
"Generic Logic Level Converter","Generic Logic Level Converter","NGS-GEN-MIS-0545","9","","10","FALSE","TRUE","TRUE","FALSE","Generic Logic Level Converter available at NGS Smart Home Store. Price: 9 SAR.","Generic Logic Level Converter &#8211; Smart Home Product","Misc Components","https://neogen.store/wp-content/uploads/NGS-GEN-MIS-0545.webp","",""
"Hi-Link HLK-PM01 (5V 3W)","Hi-Link HLK-PM01 (5V 3W)","NGS-HI-POW-0542","19","","10","FALSE","TRUE","TRUE","FALSE","Hi-Link HLK-PM01 (5V 3W) available at NGS Smart Home Store. Price: 19 SAR.","Hi-Link HLK-PM01 (5V 3W) &#8211; Smart Home Product","Power Supply","https://neogen.store/wp-content/uploads/NGS-HI-POW-0542-1.webp","",""
"Raspberry Pi Pico W","Raspberry Pi Pico W","NGS-RAS-MIC-0516","29","","10","FALSE","TRUE","TRUE","FALSE","Raspberry Pi Pico W available at NGS Smart Home Store. Price: 29 SAR.","Raspberry Pi Pico W &#8211; Smart Home Product","متحكمات","https://neogen.store/wp-content/uploads/NGS-RAS-MIC-0516-1.webp","",""
"M5Stack Core2","M5Stack Core2","NGS-MS-MIC-0515","199","","10","FALSE","TRUE","TRUE","FALSE","M5Stack Core2 available at NGS Smart Home Store. Price: 199 SAR.","M5Stack Core2 &#8211; Smart Home Product","متحكمات","https://neogen.store/wp-content/uploads/NGS-MS-MIC-0515-1.webp","",""
"PlayStation PS5 Digital","PlayStation PS5 Digital","NGS-PLA-GAM-0500","1899","","10","FALSE","TRUE","TRUE","FALSE","PlayStation PS5 Digital available at NGS Smart Home Store. Price: 1899 SAR.","PlayStation PS5 Digital &#8211; Smart Home Product","ألعاب","https://neogen.store/wp-content/uploads/NGS-PLA-GAM-0500-1.webp","",""
"Xiaomi Mi TV Stick 4K","Xiaomi Mi TV Stick 4K","NGS-XIA-STR-0497","199","","10","FALSE","TRUE","TRUE","FALSE","Xiaomi Mi TV Stick 4K available at NGS Smart Home Store. Price: 199 SAR.","Xiaomi Mi TV Stick 4K &#8211; Smart Home Product","أعواد بث","https://neogen.store/wp-content/uploads/NGS-XIA-STR-0497-1.webp","",""
"PoE PoE Extender","PoE PoE Extender","NGS-POE-ACC-0483","99","","10","FALSE","TRUE","TRUE","FALSE","PoE PoE Extender available at NGS Smart Home Store. Price: 99 SAR.","PoE PoE Extender &#8211; Smart Home Product","ملحقات عامة","https://neogen.store/wp-content/uploads/NGS-POE-ACC-0483.webp","",""
"Hikvision DS-7608NXI-K2","Hikvision DS-7608NXI-K2","NGS-HIK-NVR-0477","1299","","10","FALSE","TRUE","TRUE","FALSE","Hikvision DS-7608NXI-K2 available at NGS Smart Home Store. Price: 1299 SAR.","Hikvision DS-7608NXI-K2 &#8211; Smart Home Product","NVR/DVR","https://neogen.store/wp-content/uploads/NGS-HIK-NVR-0477.webp","",""
"UniFi G4 Doorbell Pro","UniFi G4 Doorbell Pro","NGS-UNI-DOO-0474","1299","","10","FALSE","TRUE","TRUE","FALSE","UniFi G4 Doorbell Pro available at NGS Smart Home Store. Price: 1299 SAR.","UniFi G4 Doorbell Pro &#8211; Smart Home Product","أجراس ذكية","https://neogen.store/wp-content/uploads/NGS-UNI-DOO-0474-1.webp","",""
"UniFi G4 PTZ","UniFi G4 PTZ","NGS-UNI-PTZ-0469","2499","","10","FALSE","TRUE","TRUE","FALSE","UniFi G4 PTZ available at NGS Smart Home Store. Price: 2499 SAR.","UniFi G4 PTZ &#8211; Smart Home Product","كاميرات PTZ","https://neogen.store/wp-content/uploads/NGS-UNI-PTZ-0469.webp","",""
"Hikvision DS-2CD2087G2-L","Hikvision DS-2CD2087G2-L","NGS-HIK-OUT-0464","699","","10","FALSE","TRUE","TRUE","FALSE","Hikvision DS-2CD2087G2-L available at NGS Smart Home Store. Price: 699 SAR.","Hikvision DS-2CD2087G2-L &#8211; Smart Home Product","كاميرات خارجية","https://neogen.store/wp-content/uploads/NGS-HIK-OUT-0464.webp","",""
"UniFi G5 Pro","UniFi G5 Pro","NGS-UNI-OUT-0462","1799","","10","FALSE","TRUE","TRUE","FALSE","UniFi G5 Pro available at NGS Smart Home Store. Price: 1799 SAR.","UniFi G5 Pro &#8211; Smart Home Product","كاميرات خارجية","https://neogen.store/wp-content/uploads/NGS-UNI-OUT-0462-1.webp","",""
"UniFi G4 Bullet","UniFi G4 Bullet","NGS-UNI-OUT-0461","749","","10","FALSE","TRUE","TRUE","FALSE","UniFi G4 Bullet available at NGS Smart Home Store. Price: 749 SAR.","UniFi G4 Bullet &#8211; Smart Home Product","كاميرات خارجية","https://neogen.store/wp-content/uploads/NGS-UNI-OUT-0461-1.webp","",""
"Generic PCIe x16 to x16 Riser","Generic PCIe x16 to x16 Riser","NGS-GEN-PCI-0450","99","","10","FALSE","TRUE","TRUE","FALSE","Generic PCIe x16 to x16 Riser available at NGS Smart Home Store. Price: 99 SAR.","Generic PCIe x16 to x16 Riser &#8211; Smart Home Product","رايزر PCIe","https://neogen.store/wp-content/uploads/NGS-GEN-PCI-0450-1.webp","",""
"AMD EPYC 7302P","AMD EPYC 7302P","NGS-AMD-SER-0448","2999","","10","FALSE","TRUE","TRUE","FALSE","AMD EPYC 7302P available at NGS Smart Home Store. Price: 2999 SAR.","AMD EPYC 7302P &#8211; Smart Home Product","Server CPU","https://neogen.store/wp-content/uploads/NGS-AMD-SER-0448-1.webp","",""
"Seagate IronWolf 8TB CMR","Seagate IronWolf 8TB CMR","NGS-SEA-HDD-0446","749","","10","FALSE","TRUE","TRUE","FALSE","Seagate IronWolf 8TB CMR available at NGS Smart Home Store. Price: 749 SAR.","Seagate IronWolf 8TB CMR &#8211; Smart Home Product","HDD","https://neogen.store/wp-content/uploads/NGS-SEA-HDD-0446-1.webp","",""
"Crucial 16GB DDR4 ECC SODIMM","Crucial 16GB DDR4 ECC SODIMM","NGS-CRU-SER-0440","299","","10","FALSE","TRUE","TRUE","FALSE","Crucial 16GB DDR4 ECC SODIMM available at NGS Smart Home Store. Price: 299 SAR.","Crucial 16GB DDR4 ECC SODIMM &#8211; Smart Home Product","Server RAM","https://neogen.store/wp-content/uploads/NGS-CRU-SER-0440-1.webp","",""
"Samsung 32GB DDR4 ECC RDIMM","Samsung 32GB DDR4 ECC RDIMM","NGS-SAM-SER-0437","449","","10","FALSE","TRUE","TRUE","FALSE","Samsung 32GB DDR4 ECC RDIMM available at NGS Smart Home Store. Price: 449 SAR.","Samsung 32GB DDR4 ECC RDIMM &#8211; Smart Home Product","Server RAM","https://neogen.store/wp-content/uploads/NGS-SAM-SER-0437-1.webp","",""
"AMD RX 6500 XT 4GB","AMD RX 6500 XT 4GB","NGS-AMD-GPU-0417","699","","10","FALSE","TRUE","TRUE","FALSE","AMD RX 6500 XT 4GB available at NGS Smart Home Store. Price: 699 SAR.","AMD RX 6500 XT 4GB &#8211; Smart Home Product","كروت رسومية","https://neogen.store/wp-content/uploads/NGS-AMD-GPU-0417-1.webp","",""
"NVIDIA Quadro P2000 5GB","NVIDIA Quadro P2000 5GB","NGS-NVI-GPU-0412","699","","10","FALSE","TRUE","TRUE","FALSE","NVIDIA Quadro P2000 5GB available at NGS Smart Home Store. Price: 699 SAR.","NVIDIA Quadro P2000 5GB &#8211; Smart Home Product","كروت رسومية","https://neogen.store/wp-content/uploads/NGS-NVI-GPU-0412.webp","",""
"NVIDIA Quadro P400 2GB","NVIDIA Quadro P400 2GB","NGS-NVI-GPU-0411","299","","10","FALSE","TRUE","TRUE","FALSE","NVIDIA Quadro P400 2GB available at NGS Smart Home Store. Price: 299 SAR.","NVIDIA Quadro P400 2GB &#8211; Smart Home Product","كروت رسومية","https://neogen.store/wp-content/uploads/NGS-NVI-GPU-0411-1.webp","",""
"GMKtec NucBox G3","GMKtec NucBox G3","NGS-GMK-MIN-0390","1299","","10","FALSE","TRUE","TRUE","FALSE","GMKtec NucBox G3 available at NGS Smart Home Store. Price: 1299 SAR.","GMKtec NucBox G3 &#8211; Smart Home Product","Mini PC","https://neogen.store/wp-content/uploads/NGS-GMK-MIN-0390.webp","",""
"Beelink SER7","Beelink SER7","NGS-BEE-MIN-0389","2499","","10","FALSE","TRUE","TRUE","FALSE","Beelink SER7 available at NGS Smart Home Store. Price: 2499 SAR.","Beelink SER7 &#8211; Smart Home Product","Mini PC","https://neogen.store/wp-content/uploads/NGS-BEE-MIN-0389-1.webp","",""
"Apple iPad 10th Gen","Apple iPad 10th Gen","NGS-APP-TAB-0374","1999","","10","FALSE","TRUE","TRUE","FALSE","Apple iPad 10th Gen available at NGS Smart Home Store. Price: 1999 SAR.","Apple iPad 10th Gen &#8211; Smart Home Product","أجهزة لوحية","https://neogen.store/wp-content/uploads/NGS-APP-TAB-0374-1.webp","",""
"Marshall Uxbridge Voice","Marshall Uxbridge Voice","NGS-MAR-VOI-0370","799","","10","FALSE","TRUE","TRUE","FALSE","Marshall Uxbridge Voice available at NGS Smart Home Store. Price: 799 SAR.","Marshall Uxbridge Voice &#8211; Smart Home Product","مساعدات صوتية","https://neogen.store/wp-content/uploads/NGS-MAR-VOI-0370.webp","",""
"Apple HomePod (2nd Gen)","Apple HomePod (2nd Gen)","NGS-APP-VOI-0365","1249","","10","FALSE","TRUE","TRUE","FALSE","Apple HomePod (2nd Gen) available at NGS Smart Home Store. Price: 1249 SAR.","Apple HomePod (2nd Gen) &#8211; Smart Home Product","مساعدات صوتية","https://neogen.store/wp-content/uploads/NGS-APP-VOI-0365-1.webp","",""
"Google Nest Audio","Google Nest Audio","NGS-GOO-VOI-0363","399","","10","FALSE","TRUE","TRUE","FALSE","Google Nest Audio available at NGS Smart Home Store. Price: 399 SAR.","Google Nest Audio &#8211; Smart Home Product","مساعدات صوتية","https://neogen.store/wp-content/uploads/NGS-GOO-VOI-0363-1.webp","",""
"Amazon Echo Show 5 (3rd Gen)","Amazon Echo Show 5 (3rd Gen)","NGS-AMA-VOI-0359","349","","10","FALSE","TRUE","TRUE","FALSE","Amazon Echo Show 5 (3rd Gen) available at NGS Smart Home Store. Price: 349 SAR.","Amazon Echo Show 5 (3rd Gen) &#8211; Smart Home Product","مساعدات صوتية","https://neogen.store/wp-content/uploads/NGS-AMA-VOI-0359-1.webp","",""
"Amazon Echo (4th Gen)","Amazon Echo (4th Gen)","NGS-AMA-VOI-0356","399","","10","FALSE","TRUE","TRUE","FALSE","Amazon Echo (4th Gen) available at NGS Smart Home Store. Price: 399 SAR.","Amazon Echo (4th Gen) &#8211; Smart Home Product","مساعدات صوتية","https://neogen.store/wp-content/uploads/NGS-AMA-VOI-0356-1.webp","",""
"Amazon Echo Dot (5th Gen)","Amazon Echo Dot (5th Gen)","NGS-AMA-VOI-0355","199","","10","FALSE","TRUE","TRUE","FALSE","Amazon Echo Dot (5th Gen) available at NGS Smart Home Store. Price: 199 SAR.","Amazon Echo Dot (5th Gen) &#8211; Smart Home Product","مساعدات صوتية","https://neogen.store/wp-content/uploads/NGS-AMA-VOI-0355.webp","",""
"IKEA DIRIGERA Hub","IKEA DIRIGERA Hub","NGS-IKE-BRI-0349","299","","10","FALSE","TRUE","TRUE","FALSE","IKEA DIRIGERA Hub available at NGS Smart Home Store. Price: 299 SAR.","IKEA DIRIGERA Hub &#8211; Smart Home Product","بوابات","https://neogen.store/wp-content/uploads/NGS-IKE-BRI-0349-1.webp","",""
"SkyConnect Home Assistant SkyConnect","SkyConnect Home Assistant SkyConnect","NGS-SKY-ZIG-0336","149","","10","FALSE","TRUE","TRUE","FALSE","SkyConnect Home Assistant SkyConnect available at NGS Smart Home Store. Price: 149 SAR.","SkyConnect Home Assistant SkyConnect &#8211; Smart Home Product","منسق Zigbee","https://neogen.store/wp-content/uploads/NGS-SKY-ZIG-0336.webp","",""
